,text,tokenized_text
79,@dreadblackpill @EliGE @Twistzz Elige is good but I think s1mple is a better comparison to messi,"['dreadblackpill', 'EliGE', 'Twistzz', 'Elige', 'is', 'good', 'but', 'I', 'think', 's1mple', 'is', 'a', 'better', 'comparison', 'to', 'messi']"
80,"Poor him. 
Didn't watch Juve because the situation of Juve right now. 

Just like me, i don't watch Barca anymore since Messi left.
😓","['Poor', 'him', '', 'Didnt', 'watch', 'Juve', 'because', 'the', 'situation', 'of', 'Juve', 'right', 'now', '', 'Just', 'like', 'me', '', 'i', 'dont', 'watch', 'Barca', 'anymore', 'since', 'Messi', 'left', '', '']"
81,My celebration was pure relief – Rashford hits back at Owen - EPL - https://t.co/pezJkaHzg8 #Sport #EPL #Owen #rashford#BBnaija #Messi #Wizkid #Davido,"['My', 'celebration', 'was', 'pure', 'relief', '', 'Rashford', 'hits', 'back', 'at', 'Owen', '', 'EPL', '', '', 'Sport', 'EPL', 'Owen', 'rashford', 'BBnaija', 'Messi', 'Wizkid', 'Davido']"
82,"@KiranUTD ye ik, i said messi has a better game ratio in finals than he does against eibar (nothing to do with ronaldo)","['KiranUTD', 'ye', 'ik', '', 'i', 'said', 'messi', 'has', 'a', 'better', 'game', 'ratio', 'in', 'finals', 'than', 'he', 'does', 'against', 'eibar', '', 'nothing', 'to', 'do', 'with', 'ronaldo', '']"
83,@LionelFutbol @breathMessi21 Messi has seperate account coz it is created for watching messi killing players,"['LionelFutbol', 'breathMessi21', 'Messi', 'has', 'seperate', 'account', 'coz', 'it', 'is', 'created', 'for', 'watching', 'messi', 'killing', 'players']"
84,"yhu dj uvele wanala run ka messi 2012 wadlala oo adiwele no ban ban, everyone had their hands in the air, singing along, thixo😭🔥 https://t.co/fWy9zxrEPv","['yhu', 'dj', 'uvele', 'wanala', 'run', 'ka', 'messi', '2012', 'wadlala', 'oo', 'adiwele', 'no', 'ban', 'ban', '', 'everyone', 'had', 'their', 'hands', 'in', 'the', 'air', '', 'singing', 'along', '', 'thixo', '', '', '']"
85,"@bagofnuts_ @ERNESTHDGAMERX I wonder what Ernest problem is😭
He was literally 2nd best in everything behind Messi","['bagofnuts', 'ERNESTHDGAMERX', 'I', 'wonder', 'what', 'Ernest', 'problem', 'is', '', 'He', 'was', 'literally', '2nd', 'best', 'in', 'everything', 'behind', 'Messi']"
86,"Word on the street that messi hated pique and pooch, cut off their balls and throw them in shark infested water","['Word', 'on', 'the', 'street', 'that', 'messi', 'hated', 'pique', 'and', 'pooch', '', 'cut', 'off', 'their', 'balls', 'and', 'throw', 'them', 'in', 'shark', 'infested', 'water']"
87,"Ortom reacts to PDP convention, insists party will rescue Nigeria, restore unity - 2023 - https://t.co/GN60vWhEmf #Politics #2023 #ortom #PDP#BBnaija #Messi #Wizkid #Davido","['Ortom', 'reacts', 'to', 'PDP', 'convention', '', 'insists', 'party', 'will', 'rescue', 'Nigeria', '', 'restore', 'unity', '', '2023', '', '', 'Politics', '2023', 'ortom', 'PDP', 'BBnaija', 'Messi', 'Wizkid', 'Davido']"
88,"Lionel Messi says thought of retiring after next year’s FIFA World Cup has not crossed his mind-Sports News , Firstpost https://t.co/W5aAF0bRWV","['Lionel', 'Messi', 'says', 'thought', 'of', 'retiring', 'after', 'next', 'year', '', 's', 'FIFA', 'World', 'Cup', 'has', 'not', 'crossed', 'his', 'mindSports', 'News', '', 'Firstpost', '']"
89,"@Drwhales_ Naa, Messi has more GS goals i think.","['Drwhales', 'Naa', '', 'Messi', 'has', 'more', 'GS', 'goals', 'i', 'think', '']"
90,@tylerguinness @ESPNFC Sometimes things are worth more than you can afford. They did this to themselves through very poor management. Messi is arguably the greatest soccer player ever he was worth every penny. It’s not his fault that Barcelona could not figure out their finances.,"['tylerguinness', 'ESPNFC', 'Sometimes', 'things', 'are', 'worth', 'more', 'than', 'you', 'can', 'afford', '', 'They', 'did', 'this', 'to', 'themselves', 'through', 'very', 'poor', 'management', '', 'Messi', 'is', 'arguably', 'the', 'greatest', 'soccer', 'player', 'ever', 'he', 'was', 'worth', 'every', 'penny', '', 'It', '', 's', 'not', 'his', 'fault', 'that', 'Barcelona', 'could', 'not', 'figure', 'out', 'their', 'finances', '']"
91,@Castro1021 and got untradeable messi too yesterday :) https://t.co/zafk80lAfW,"['Castro1021', 'and', 'got', 'untradeable', 'messi', 'too', 'yesterday', '', '']"
92,Many trapped as 21-storey building collapses in Lagos - https://t.co/18tyqvY8L4 #Nigerian News #breaking #collapsebuilding #lagos#BBnaija #Messi #Wizkid #Davido,"['Many', 'trapped', 'as', '21', '', 'storey', 'building', 'collapses', 'in', 'Lagos', '', '', 'Nigerian', 'News', 'breaking', 'collapsebuilding', 'lagos', 'BBnaija', 'Messi', 'Wizkid', 'Davido']"
93,"🔴🔵 Lionel Messi is forfeited for the game against Leipzig. #RBLPSG #UCL 

@SaberDesfa 

https://t.co/ZSFlvm1NtD","['', '', 'Lionel', 'Messi', 'is', 'forfeited', 'for', 'the', 'game', 'against', 'Leipzig', '', 'RBLPSG', 'UCL', 'SaberDesfa', '']"
94,"Shah Rukh Khan was the first Indian who became the Ambassador of the INTERPOL.

In 2014 , SRK joined the club of International Celebrities who have been the ambassador for the campaign which include Hollywood actor Jackie Chan &amp; footballer Lionel Messi

 #HappyBirthdaySRK","['Shah', 'Rukh', 'Khan', 'was', 'the', 'first', 'Indian', 'who', 'became', 'the', 'Ambassador', 'of', 'the', 'INTERPOL', '', 'In', '2014', '', 'SRK', 'joined', 'the', 'club', 'of', 'International', 'Celebrities', 'who', 'have', 'been', 'the', 'ambassador', 'for', 'the', 'campaign', 'which', 'include', 'Hollywood', 'actor', 'Jackie', 'Chan', '', 'footballer', 'Lionel', 'Messi', 'HappyBirthdaySRK']"
95,Messi is down bad in Ligue 1😂🤣 https://t.co/OGeRsO4aqL,"['Messi', 'is', 'down', 'bad', 'in', 'Ligue', '1', '', '', '']"
96,how do people still defend him? he tried his best to make messi look bad in this situation https://t.co/pRpxs8eP43,"['how', 'do', 'people', 'still', 'defend', 'him', '', 'he', 'tried', 'his', 'best', 'to', 'make', 'messi', 'look', 'bad', 'in', 'this', 'situation', '']"
97,@messi_ greatest player of all time ed @shayaanfcb I’m not a girl b0zo,"['messi', 'greatest', 'player', 'of', 'all', 'time', 'ed', 'shayaanfcb', 'I', '', 'm', 'not', 'a', 'girl', 'b0zo']"
98,@obiatw3 @idoknowball Argentina played those finals because of Messi. You'd know if u actually watch football. And u think they would even get out of group stages without him? Lmao,"['obiatw3', 'idoknowball', 'Argentina', 'played', 'those', 'finals', 'because', 'of', 'Messi', '', 'Youd', 'know', 'if', 'u', 'actually', 'watch', 'football', '', 'And', 'u', 'think', 'they', 'would', 'even', 'get', 'out', 'of', 'group', 'stages', 'without', 'him', '', 'Lmao']"
99,No bullshit now.... In all 5 league yes 5... Tell me a better player than @_DeclanRice  Messi past it... Ronaldo years ago...,"['No', 'bullshit', 'now', '', 'In', 'all', '5', 'league', 'yes', '5', '', 'Tell', 'me', 'a', 'better', 'player', 'than', 'DeclanRice', 'Messi', 'past', 'it', '', 'Ronaldo', 'years', 'ago', '']"
100,@Elroy_R_Buck Don't turn this into a Ronaldo and messi argument lol. This is about how shit and sorry your club is.  juve is a small finished club that would be equivalent to newcastle in the prem. CR7 wasted 3 years to play for trash club. Loved it better when he was destroying you in UCL😂,"['ElroyRBuck', 'Dont', 'turn', 'this', 'into', 'a', 'Ronaldo', 'and', 'messi', 'argument', 'lol', '', 'This', 'is', 'about', 'how', 'shit', 'and', 'sorry', 'your', 'club', 'is', '', 'juve', 'is', 'a', 'small', 'finished', 'club', 'that', 'would', 'be', 'equivalent', 'to', 'newcastle', 'in', 'the', 'prem', '', 'CR7', 'wasted', '3', 'years', 'to', 'play', 'for', 'trash', 'club', '', 'Loved', 'it', 'better', 'when', 'he', 'was', 'destroying', 'you', 'in', 'UCL', '']"
101,"@cr7 greatest player of all time 77 @mide6ix @ultimatetots @sixgodfcb @goal When you have a player like messi you have to manage your finances on how you spend, because If you get a player as good as messi eventually him and the people around him are gonna demand more money, barca was fine, they were able to pay messi...","['cr7', 'greatest', 'player', 'of', 'all', 'time', '77', 'mide6ix', 'ultimatetots', 'sixgodfcb', 'goal', 'When', 'you', 'have', 'a', 'player', 'like', 'messi', 'you', 'have', 'to', 'manage', 'your', 'finances', 'on', 'how', 'you', 'spend', '', 'because', 'If', 'you', 'get', 'a', 'player', 'as', 'good', 'as', 'messi', 'eventually', 'him', 'and', 'the', 'people', 'around', 'him', 'are', 'gonna', 'demand', 'more', 'money', '', 'barca', 'was', 'fine', '', 'they', 'were', 'able', 'to', 'pay', 'messi', '']"
102,@halamadrdynada @Hamza__KB9 @MadridXtra @diarioas He played a supportive role because he’s a beta male. Look at Suarez and Messi both shining together. Henry has a better g/a than him and he only played as a striker for 8 years. The only thing Benzema has on Henry is longevity.,"['halamadrdynada', 'HamzaKB9', 'MadridXtra', 'diarioas', 'He', 'played', 'a', 'supportive', 'role', 'because', 'he', '', 's', 'a', 'beta', 'male', '', 'Look', 'at', 'Suarez', 'and', 'Messi', 'both', 'shining', 'together', '', 'Henry', 'has', 'a', 'better', 'g', '', 'a', 'than', 'him', 'and', 'he', 'only', 'played', 'as', 'a', 'striker', 'for', '8', 'years', '', 'The', 'only', 'thing', 'Benzema', 'has', 'on', 'Henry', 'is', 'longevity', '']"
103,@KattarReborn I think lewa already sealed the award after watching Messi's interview and the betting update 🥵🥵,"['KattarReborn', 'I', 'think', 'lewa', 'already', 'sealed', 'the', 'award', 'after', 'watching', 'Messis', 'interview', 'and', 'the', 'betting', 'update', '', '']"
104,gavi has the leo messi approval https://t.co/Kbc5yIBldP,"['gavi', 'has', 'the', 'leo', 'messi', 'approval', '']"
105,"‘i came to Paris to win the champions league’ 
      
                                - Leo Messi","['', 'i', 'came', 'to', 'Paris', 'to', 'win', 'the', 'champions', 'league', '', '', 'Leo', 'Messi']"
106,Messi will announce retirement in two games into premier league. https://t.co/Cv0BHQQ9Jj,"['Messi', 'will', 'announce', 'retirement', 'in', 'two', 'games', 'into', 'premier', 'league', '', '']"
107,This could be a very 'Messi' situation https://t.co/LPH6kdxUff,"['This', 'could', 'be', 'a', 'very', '', 'Messi', '', 'situation', '']"
108,"@soulsonicc He cares, he cares as much as a Ronaldo did back in the days. But the difference is one of them tells you what he thinks and feels the other one doesn't. And I don't meant that in the bad way, I would probably do the same thing as Messi","['soulsonicc', 'He', 'cares', '', 'he', 'cares', 'as', 'much', 'as', 'a', 'Ronaldo', 'did', 'back', 'in', 'the', 'days', '', 'But', 'the', 'difference', 'is', 'one', 'of', 'them', 'tells', 'you', 'what', 'he', 'thinks', 'and', 'feels', 'the', 'other', 'one', 'doesnt', '', 'And', 'I', 'dont', 'meant', 'that', 'in', 'the', 'bad', 'way', '', 'I', 'would', 'probably', 'do', 'the', 'same', 'thing', 'as', 'Messi']"
109,Messi ‘hurt’ that Laporta trusted he’d play free of charge at Barcelona. https://t.co/OiyX8ma1ld,"['Messi', '', 'hurt', '', 'that', 'Laporta', 'trusted', 'he', '', 'd', 'play', 'free', 'of', 'charge', 'at', 'Barcelona', '', '']"
110,@crabmeatcyka @VadealFN Messi is the  greatest player of all time ,"['crabmeatcyka', 'VadealFN', 'Messi', 'is', 'the', 'greatest', 'player', 'of', 'all', 'time']"
111,Aye! Not who can't even criticize Messi when he makes mistakes or plays shit is talking about that lol https://t.co/Df22C0T8Dz,"['Aye', '', 'Not', 'who', 'cant', 'even', 'criticize', 'Messi', 'when', 'he', 'makes', 'mistakes', 'or', 'plays', 'shit', 'is', 'talking', 'about', 'that', 'lol', '']"
112,@RahulNjr Messisexuals are as annoying as arturo. PSG should have not signed messi..,"['RahulNjr', 'Messisexuals', 'are', 'as', 'annoying', 'as', 'arturo', '', 'PSG', 'should', 'have', 'not', 'signed', 'messi', '']"
113,@nmfrthemoon I don’t understand Neymar stans who hate Messi when they so similar,"['nmfrthemoon', 'I', 'don', '', 't', 'understand', 'Neymar', 'stans', 'who', 'hate', 'Messi', 'when', 'they', 'so', 'similar']"
114,@Chaviesquement Idk why pique has so much say in everything he’s literally shit. These guys gotta go asap. I don’t believe it about Messi but if there’s anyone who could speak on the team it’s him.,"['Chaviesquement', 'Idk', 'why', 'pique', 'has', 'so', 'much', 'say', 'in', 'everything', 'he', '', 's', 'literally', 'shit', '', 'These', 'guys', 'gotta', 'go', 'asap', '', 'I', 'don', '', 't', 'believe', 'it', 'about', 'Messi', 'but', 'if', 'there', '', 's', 'anyone', 'who', 'could', 'speak', 'on', 'the', 'team', 'it', '', 's', 'him', '']"
115,"Twitter Messi 

#اجمل_رساله_حب  #غرد_بذكر_الله

https://t.co/YHPQiPSZGV","['Twitter', 'Messi', 'اجملرسالهحب', 'غردبذكرالله', '']"
116,"A teacher can't silence a class of 30 students while Messi silenced a stadium of 81,000 People.
 greatest player of all time  https://t.co/Y2nGr8e676","['A', 'teacher', 'cant', 'silence', 'a', 'class', 'of', '30', 'students', 'while', 'Messi', 'silenced', 'a', 'stadium', 'of', '81000', 'People', '', 'greatest', 'player', 'of', 'all', 'time', '']"
117,@KiranUTD messi has a better game ratio in ucl finals then he does against eiber,"['KiranUTD', 'messi', 'has', 'a', 'better', 'game', 'ratio', 'in', 'ucl', 'finals', 'then', 'he', 'does', 'against', 'eiber']"
118,Messi speak about Laporta and truth about playing it for free. #Barca #Messi #Truth #BallonDor #PSG #Barcelona #laporta #soccer #football #Trending #Argentina #interview #ChampionsLeague #CopaArgentina #legend #free #goals # greatest player of all time  https://t.co/xmvZNhsYHi,"['Messi', 'speak', 'about', 'Laporta', 'and', 'truth', 'about', 'playing', 'it', 'for', 'free', '', 'Barca', 'Messi', 'Truth', 'BallonDor', 'PSG', 'Barcelona', 'laporta', 'soccer', 'football', 'Trending', 'Argentina', 'interview', 'ChampionsLeague', 'CopaArgentina', 'legend', 'free', 'goals', '', 'greatest', 'player', 'of', 'all', 'time', '']"
119,"Lionel Messi on the Ballon d'Or: 

""The truth is, I don't think about it. The biggest prize was what I achieved with the National Team. We fought so hard for that, it was the ultimate goal. A 7th Ballon d'Or would be crazy but if not, no problem."" https://t.co/ZoaWtrcZKD","['Lionel', 'Messi', 'on', 'the', 'Ballon', 'dOr', '', '', 'The', 'truth', 'is', '', 'I', 'dont', 'think', 'about', 'it', '', 'The', 'biggest', 'prize', 'was', 'what', 'I', 'achieved', 'with', 'the', 'National', 'Team', '', 'We', 'fought', 'so', 'hard', 'for', 'that', '', 'it', 'was', 'the', 'ultimate', 'goal', '', 'A', '7th', 'Ballon', 'dOr', 'would', 'be', 'crazy', 'but', 'if', 'not', '', 'no', 'problem', '', '', '']"
120,@TheEuropeanLad @sport But @TioDrewPriv form the states told me Messi would be crying,"['TheEuropeanLad', 'sport', 'But', 'TioDrewPriv', 'form', 'the', 'states', 'told', 'me', 'Messi', 'would', 'be', 'crying']"
121,'We will return to live in Barcelona. I would love to be sporting director' - Messi (via @football_ie) https://t.co/TSKR8ucpgh,"['', 'We', 'will', 'return', 'to', 'live', 'in', 'Barcelona', '', 'I', 'would', 'love', 'to', 'be', 'sporting', 'director', '', '', 'Messi', '', 'via', 'footballie', '', '']"
122,"@Chaviesquement saw it , messi actually hated riqui 😭😭","['Chaviesquement', 'saw', 'it', '', 'messi', 'actually', 'hated', 'riqui', '', '']"
123,@SvallySL @FabrizioRomano 50% of what amount ? Messi was already over paid,"['SvallySL', 'FabrizioRomano', '50', '', 'of', 'what', 'amount', '', 'Messi', 'was', 'already', 'over', 'paid']"
124,@anis_lahouani @Cule_Cul2_B @Joshua_Ubeku Yeah he loves Messi' fanbase not Messi but you're too dumb to understand such things. Just stick at your Benzema Ballon d'or prop. How can I have a proper debate with a guy claiming that Messi had a better team around him than Benzema 😭😭,"['anislahouani', 'CuleCul2B', 'JoshuaUbeku', 'Yeah', 'he', 'loves', 'Messi', '', 'fanbase', 'not', 'Messi', 'but', 'youre', 'too', 'dumb', 'to', 'understand', 'such', 'things', '', 'Just', 'stick', 'at', 'your', 'Benzema', 'Ballon', 'dor', 'prop', '', 'How', 'can', 'I', 'have', 'a', 'proper', 'debate', 'with', 'a', 'guy', 'claiming', 'that', 'Messi', 'had', 'a', 'better', 'team', 'around', 'him', 'than', 'Benzema', '', '']"
125,'We will return to live in Barcelona. I would love to be sporting director' - Messi (via @football_ie) https://t.co/SYN7jybV7n,"['', 'We', 'will', 'return', 'to', 'live', 'in', 'Barcelona', '', 'I', 'would', 'love', 'to', 'be', 'sporting', 'director', '', '', 'Messi', '', 'via', 'footballie', '', '']"
126,'We will return to live in Barcelona. I would love to be sporting director' - Messi (via @football_ie) https://t.co/6mIUQPNScl,"['', 'We', 'will', 'return', 'to', 'live', 'in', 'Barcelona', '', 'I', 'would', 'love', 'to', 'be', 'sporting', 'director', '', '', 'Messi', '', 'via', 'footballie', '', '']"
127,Follow them for Messi GIFs https://t.co/0Zo3NXrKHv https://t.co/F8QML33Kxq,"['Follow', 'them', 'for', 'Messi', 'GIFs', '', '']"
128,"@Castro1021 The funniest thing happened, last night I went to a restaurant in Paris. After I was done eating my food the waitress asked if I wanted more. I accidentally said ""I'm Messi"" Then she knew I was finished.","['Castro1021', 'The', 'funniest', 'thing', 'happened', '', 'last', 'night', 'I', 'went', 'to', 'a', 'restaurant', 'in', 'Paris', '', 'After', 'I', 'was', 'done', 'eating', 'my', 'food', 'the', 'waitress', 'asked', 'if', 'I', 'wanted', 'more', '', 'I', 'accidentally', 'said', '', 'Im', 'Messi', '', 'Then', 'she', 'knew', 'I', 'was', 'finished', '']"
129,@opimpibar1 @Ibra_official Best player after messi !!🔥,"['opimpibar1', 'Ibraofficial', 'Best', 'player', 'after', 'messi', '', '', '']"
130,"@BarcaWorldwide You guys don't really think I'm a Messi hater, do you? I said entire season meaning the entire season up to this point, but I shortened it due to Twitter's character limit, so no, it was not meant to be malicious. But whatever, Messi winning it would be a good thing for me anyway","['BarcaWorldwide', 'You', 'guys', 'dont', 'really', 'think', 'Im', 'a', 'Messi', 'hater', '', 'do', 'you', '', 'I', 'said', 'entire', 'season', 'meaning', 'the', 'entire', 'season', 'up', 'to', 'this', 'point', '', 'but', 'I', 'shortened', 'it', 'due', 'to', 'Twitters', 'character', 'limit', '', 'so', 'no', '', 'it', 'was', 'not', 'meant', 'to', 'be', 'malicious', '', 'But', 'whatever', '', 'Messi', 'winning', 'it', 'would', 'be', 'a', 'good', 'thing', 'for', 'me', 'anyway']"
